Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Income_Tier,Total_Expenses,Overspending_Flag,Savings_Efficiency,Essential_Expenses,Non_Essential_Expenses,Rent_to_Income_Ratio,Groceries_to_Income_Ratio,Total_Expenses_to_Income_Ratio,Discretionary_to_Income_Ratio,Savings_Target_Efficiency,Expense_Diversity_Index,User_ID
195095.3179447248,42,4,Retired,Tier_1,26487.97395915878,0.0,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,22.15867882212072,37033.397153605045,53503.730969709926,1798.4875219892706,1582.1072586501157,771.3877763732454,1419.2478838086192,2391.224096440468,103.62557749483123,431.1959910885127,385.3117292533292,Very High,139279.8139119798,0,0.2023854309338258,98046.03748447297,17741.02479093103,0.3,0.1184670478875829,0.750613467381977,0.084565088030814,1.0,0.1480095029835376,180
59520.23966348219,49,0,Retired,Tier_3,8928.03594952233,0.0,1791.2950377593288,7094.017700141536,3097.82363525833,2933.550423945081,1960.781485165889,3404.590679429173,1970.481462233509,0.0,1730.5329482064114,10.747226980136595,6396.775255755721,26609.130341820608,1408.7648316058944,830.9974672441534,166.41278677849016,298.23337877229903,897.313491125666,54.8557257685976,0.0,220.50254558095887,Very High,31119.81428390226,0,0.4448917032452535,21397.12579132655,6624.864857317381,0.15,0.119186645420952,0.5228442368486528,0.1113044049347465,4.15977258508154,0.0973944586708589,192
69702.69782720495,57,3,Retired,Tier_1,20910.80934816148,10703.581623855083,3364.614656532892,9489.233078999943,4910.920346136492,1621.544806477989,1437.2284234378285,3105.0135931129184,2700.83375430952,4783.559726136745,1093.1170376237546,13.224371114103018,5582.241432420284,5582.241432420284,950.1352677160572,982.2632552742152,171.7711527479387,285.2298981663552,724.4460896843378,12.882459659890552,121.90903823553792,293.85451901196603,Very High,60755.841738251765,1,0.0800864472456837,46909.47139843895,4151.890267539572,0.3,0.1361386771932993,0.871642614018575,0.060206872769196,1.0,0.133125382177825,204
195095.3179447248,35,2,Professional,Tier_2,26487.97395915878,19593.88700020368,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,21.359047117258186,37033.397153605045,54999.57302485134,4940.899924303675,2592.215679838709,1432.776208197081,1419.2478838086192,2391.224096440468,242.55986073576008,431.1959910885127,810.6299047073529,Very High,139279.8139119798,0,0.2756323377320689,98046.03748447297,17741.02479093103,0.2616720081745254,0.1423903587570722,0.9483400404882943,0.120004455708988,1.0,0.0917703552034797,210
50517.0237132164,55,4,Student,Tier_1,15155.107113964918,9191.571419163412,1901.581684897537,5748.272154458997,3905.96763336472,2275.023697664601,2439.4753497037154,2868.4206647205947,2311.647534477756,2918.7335073895088,1208.706947669827,14.5611564365652,592.5160057407993,592.5160057407993,908.3530841000388,480.0165801846483,219.59577261757312,566.6489838234846,585.2727357557108,65.73493291260219,26.635387719295444,66.87295366110445,High,48022.92602257806,1,0.0171836018523974,35275.01888678568,5923.205995038144,0.3,0.1137888127988648,0.9483400404882943,0.1172516819016101,1.0,0.1115421253826163,214
23312.32022741816,50,0,Retired,Tier_3,3496.848034112724,0.0,711.4443286910237,3366.653800978022,1227.0429390460815,889.1953459660964,597.3047939568512,1476.5825131132387,794.9925002326665,0.0,257.599554883764,5.087086037523967,1172.920693009944,10494.656416437689,982.7980141267366,179.70144654762206,185.977176792555,110.94778303490536,233.74357938367484,36.62418896570542,0.0,61.26898224807245,Medium,12106.219482289443,0,0.4448917032452535,9135.076848436653,1744.0996948067118,0.15,0.1444152177104371,0.5214647486125774,0.0748145048537655,7.099225898672184,0.115874548796654,215
191124.34458604932,26,1,Retired,Tier_2,26487.97395915878,0.0,6791.822341610832,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,23.483771767559503,37033.397153605045,54999.57302485134,4940.899924303675,616.6235403431566,717.1961274033783,641.118148917655,2391.224096440468,8.632745252751018,431.1959910885127,359.8834019151544,Very High,125800.49840141194,0,0.3062510114543463,85794.90653502913,15680.305512893692,0.2,0.1439003322065348,0.6582128439675206,0.0820424292198631,1.3040963542210948,0.1161544152680612,221
166726.15117408367,52,0,Retired,Tier_2,26487.97395915878,0.0,4927.971849222913,15081.74678403583,7828.536847940822,3477.7121943408297,4202.52923290286,7273.31464904924,4802.384082282865,0.0,2325.687928824255,23.61930523240593,37033.397153605045,54999.57302485134,1729.714161531985,695.054936542249,746.6814628401851,1419.2478838086192,1723.4850853794876,176.27993562810803,0.0,664.5044311671943,Very High,93260.2628912774,0,0.4110807809749107,72382.23886680145,12166.40142412956,0.2,0.1446076882122788,0.5593619371318758,0.0729723641939425,1.6714164500828517,0.1383848022298496,235
163845.2425413498,64,0,Student,Tier_2,26487.97395915878,0.0,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,0.0,2426.3167136013326,21.92593191653191,35924.596328092935,54999.57302485134,1399.1539573010004,1350.217175469236,919.2922697214566,426.5340227592682,597.4391909341596,166.11928800000405,0.0,202.5971753906217,Very High,96989.85193111889,0,0.3600752567095163,70366.53992448018,15141.724986600117,0.2,0.1278397717053352,0.5919601352272492,0.0924147979626493,1.6422346748145449,0.118197547003184,253
106698.89846377289,31,0,Student,Tier_3,16004.834769565932,0.0,2271.6969397222083,15081.74678403583,6855.284668609753,3528.308537035775,2649.5200326935174,6972.326866596879,3710.395711577292,0.0,2426.3167136013326,17.851883756499607,19047.76332321828,46672.90144126365,2910.6305406782767,1948.6838264267567,1003.6641763962514,695.8715159074391,1559.2861806455312,21.225612450889244,0.0,489.9704399788304,Very High,57754.30008278702,0,0.4374262725599772,41774.28009618751,9124.735317989758,0.15,0.141395299910896,0.5412830021145546,0.0855185522003101,2.4503087658786527,0.1097917850108174,283
165277.20282756773,42,4,Self_Employed,Tier_1,26487.97395915878,17611.83980424778,6630.155508704952,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,6954.593260455472,4802.384082282865,8710.726803515536,2426.3167136013326,19.996152653051706,18341.80350813729,18341.80350813729,3974.828589553905,2423.280359961634,873.7669863282002,1386.0447909776922,498.6424842318539,199.95903069913905,250.53449995586976,293.1573057901115,Very High,139279.8139119798,0,0.1109760039155136,98035.13483502832,14696.718877927178,0.3,0.1060766169817498,0.8489086299282588,0.0889216336342534,1.0,0.1288219053708355,285
97659.05236940942,38,3,Student,Tier_1,26487.97395915878,18948.133974999146,2926.335532718023,10915.286365611571,7513.283478647864,4257.167684228571,4202.52923290286,5436.157827946975,2942.981176539847,8710.726803515536,2426.3167136013326,14.023844101970962,210.53203502582363,326.60242149912153,2700.911426212613,839.1747787550995,493.1622524251917,418.554577478852,1585.409990022603,133.6452742682605,248.04652487452552,372.1558279612074,Very High,96112.88990363025,1,0.0171836018523974,67540.27505592036,11718.909086907895,0.3,0.111769325021944,0.9483400404882943,0.1199981855504744,2.773496657861335,0.1075993009291025,351
167962.93795772933,23,0,Student,Tier_2,26487.97395915878,0.0,5649.474101467725,15081.74678403583,7828.536847940822,4257.167684228571,3818.408728956354,7273.31464904924,4802.384082282865,0.0,2426.3167136013326,18.439274577609503,30971.14731864561,54999.57302485134,4694.462664968608,2109.406459908115,532.4028684908876,240.55081085693243,1946.1353503590392,8.981055123339896,0.0,810.6299047073529,Very High,89730.85921851308,0,0.4321346454181169,66268.687907951,13951.823894697707,0.2,0.108390828027734,0.5342301123661897,0.0830648955319471,2.3435555645060497,0.136446302093105,374
172956.4326235695,27,0,Professional,Tier_1,26487.97395915878,0.0,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,0.0,2426.3167136013326,22.51653878631208,37033.397153605045,43173.320832596,1444.0245139982685,2592.215679838709,405.67924839730057,1419.2478838086192,2391.224096440468,242.55986073576008,0.0,628.3824277642689,Very High,122421.11735648908,0,0.2496196306647954,90353.8054365099,17741.02479093103,0.3,0.1137972129498707,0.7078147687223183,0.1056444812470044,1.1086056921703284,0.1502078840749824,378
129847.98165804548,36,1,Professional,Tier_3,19477.19724870682,13782.647610974009,4126.082112525002,13508.390012707148,6671.469705591699,4257.167684228571,3530.3751599228094,7273.31464904924,4431.688511370085,8550.9648539268,1864.314080644736,20.624755017896405,26780.828112654937,37791.1104015772,3563.3329096997545,863.4344975284245,1432.776208197081,566.1132622971336,789.1787060416638,52.467124460178255,293.22094162016,221.2571182485699,Very High,87930.78914394327,0,0.2910411846146369,61102.10267074864,11606.251913676142,0.15,0.1040323449022217,0.6771825639578204,0.0893833832877063,1.411125535125611,0.0739963684031158,393
83374.1941799482,50,0,Retired,Tier_3,12506.12912699223,0.0,3286.368796524612,9020.145617413926,4581.792169995518,2603.1418754317083,3875.504952078175,5899.0449228786765,2924.3339179853656,0.0,961.0324453082138,12.0713881924977,10064.422631828373,37716.70035533978,1797.303883274979,1350.2764350967136,625.6205917416249,1042.148654625193,1102.9416626674986,9.052015449909598,0.0,261.1568369746647,Very High,42371.12502808381,0,0.4448917032452535,30349.653585270196,7439.679272818097,0.15,0.1081886992268322,0.5214647486125774,0.0892323979379145,3.7475274772406793,0.097435328821811,413
15909.224780313156,64,0,Professional,Tier_3,2386.3837170469733,0.0,414.0167762767165,2276.9933645302967,1099.8493859924574,330.2639622150168,358.4354799941758,728.1582196014075,749.5292256910517,0.0,312.4014387621271,5.108329780472021,812.6956672949714,7253.193210202933,204.61699394219812,256.71750689872545,73.48330957119255,97.35367294046168,159.8241158515123,36.32563576357449,0.0,21.461032201172063,Low,8242.014793833507,0,0.4448917032452535,6141.064526869729,1001.1008809713196,0.15,0.143124092843792,0.5214647486125774,0.0629258115838636,7.099225898672184,0.1213488977887785,455
11506.304097818129,28,0,Self_Employed,Tier_3,1725.945614672719,0.0,548.5747905128354,1256.642144290213,652.2057206058042,391.0172059048534,402.03897919803927,472.37068021698735,561.1657547702954,0.0,318.1064147301218,6.297577765520459,724.6184484973638,5178.236792916257,306.3789244112035,118.31286322592454,41.89111736267333,57.24645301853297,107.40170447749728,6.351440195000359,0.0,53.063679962924034,Low,5779.492514389034,0,0.4448917032452535,4016.124193950215,1111.1625998330144,0.1499999999999999,0.1092133610938114,0.5214647486125774,0.0965698968484343,7.099225898672184,0.101510481352217,459
144456.36476366082,46,1,Student,Tier_3,21668.454714549123,19593.88700020368,2935.134728281066,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,16.407515602719233,23701.700587718657,25672.64444228416,2110.064825807905,1210.309272532285,447.0590797848296,1021.2967190080836,2391.224096440468,74.91919140904551,262.8976980341092,416.0749633609252,Very High,115848.5855930956,0,0.177719025979133,80841.55156440963,14757.92943062615,0.15,0.1051193682536402,0.8019624873063278,0.1021618497376076,1.08315622110199,0.0660747296654011,460
195095.3179447248,28,1,Retired,Tier_2,26487.97395915878,0.0,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,21.231039472960003,37033.397153605045,54999.57302485134,4940.899924303675,2592.215679838709,1432.776208197081,1419.2478838086192,2391.224096440468,108.95062109755992,395.4584066770216,810.6299047073529,Very High,139279.8139119798,0,0.309593475872663,98046.03748447297,17741.02479093103,0.2,0.102735756327186,0.6584210057062134,0.0878178012721869,1.4582115786980825,0.1048830975803495,478
138203.97782703442,31,0,Student,Tier_3,20730.596674055163,19593.88700020368,3584.6200757285087,15081.74678403583,7828.536847940822,4257.167684228571,4102.934966877675,6811.485399599058,4802.384082282865,0.0,2426.3167136013326,20.571906458879287,28431.19304102779,34434.85799608627,4082.4814350227657,2592.215679838709,614.6465846961456,956.2657938892326,1826.8218174141807,112.21715352767566,0.0,753.2026942232936,Very High,100184.49975521964,0,0.2491596735311216,76412.9409414675,12810.90555459958,0.15,0.1269648689359689,0.7249031564098894,0.0926956355093681,1.211164721311373,0.071536550537158,501
184518.8576800821,53,4,Retired,Tier_2,26487.97395915878,19593.88700020368,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,19.10000212282216,35243.10573390288,35598.60853121089,3109.657966225706,2592.215679838709,1268.578754070501,1419.2478838086192,2391.224096440468,217.75507809764736,35.07503982932094,810.6299047073529,Very High,139279.8139119798,0,0.1929266687361114,98046.03748447297,17741.02479093103,0.2,0.1009465539733606,0.7672135747049478,0.1019080394388045,1.0100871586060598,0.0883528610383797,583
134643.969491574,47,3,Self_Employed,Tier_2,26487.97395915878,19593.88700020368,5988.73520565126,13472.947765148456,7828.536847940822,3548.674994189618,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,19.951754229699965,14139.22434933814,14139.22434933814,2743.212454379145,1018.4977507794812,907.1878605890402,544.0842045671737,1084.9010221781248,237.1415892711445,330.8321806032362,417.0186137970946,Very High,114516.0099365846,0,0.105011939284982,83075.46157275239,12982.377060830378,0.2,0.1006053496711342,0.8505097582090447,0.0964200410152258,1.0,0.0803841497493261,605
195095.3179447248,41,3,Student,Tier_2,26487.97395915878,0.0,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,17.733060611987273,37033.397153605045,54999.57302485134,4940.899924303675,877.6917354197938,558.6688931142072,1419.2478838086192,2391.224096440468,242.55986073576008,234.82525869499352,491.6285583374608,Very High,134473.56200208372,0,0.3186188548999229,85675.8397064726,17741.02479093103,0.2,0.1138002162976105,0.6335405000281217,0.0883782178041678,1.796750498244739,0.1069967500444334,614
135208.35767785803,47,0,Student,Tier_2,26487.97395915878,0.0,3268.126086913629,13882.243249862511,7445.896477661641,4257.167684228571,4202.52923290286,7273.31464904924,4665.286523314365,0.0,1741.7602986898332,23.61930523240593,32038.716080174432,54999.57302485134,2225.51319802772,1209.7273926137748,1384.4185544018217,266.3487073661201,2208.015202649886,9.801345609299984,0.0,140.42166579884824,Very High,74802.12360472165,0,0.4225930184164924,55507.77890720023,11848.448219859789,0.2,0.1026729670286934,0.5532359455392704,0.0876310342300689,1.7834081691425776,0.12455677252788,622
195095.3179447248,52,3,Self_Employed,Tier_3,26487.97395915878,0.0,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,17.546215950430696,37033.397153605045,54999.57302485134,4940.899924303675,1225.2512770551864,430.0678288919229,1419.2478838086192,1644.515437790364,242.55986073576008,431.1959910885127,810.6299047073529,Very High,139279.8139119798,0,0.3505587026679586,90370.74797247692,17741.02479093103,0.15,0.1410889866566217,0.5995997818533434,0.0941467355464928,1.9979162667227608,0.0986894733042662,654
10770.962972559197,42,0,Professional,Tier_3,1615.6444458838794,0.0,358.5453125744813,1143.9906763277988,635.9201583612266,220.2183031366538,439.6082743530136,540.709327569643,499.5782551149569,0.0,180.93160803379888,6.88724215935963,741.8223028151123,5135.816611203744,283.04627160661715,71.67439635256254,52.72483096192179,107.9307060818634,50.653284479514056,11.13917882332884,0.0,14.369911727755197,Low,5276.601048780971,0,0.4448917032452535,3799.922704896278,840.7581855234663,0.15,0.1062106219511016,0.5214647486125774,0.0780578475355858,6.92324373601877,0.1070363817478466,706
113701.53910770726,51,1,Retired,Tier_1,26487.97395915878,19593.88700020368,5289.818895785896,14687.998944957684,7387.451228496309,4257.167684228571,3020.325738491897,7273.31464904924,3754.417078887151,8710.726803515536,1287.3175666026225,23.2203743004722,210.53203502582363,326.60242149912153,2881.713141128645,1318.4917733387538,1217.1684822325187,322.311785238154,592.7477458907167,148.845094595619,17.03439525830267,187.96067763398457,Very High,109970.89953458926,1,0.0171836018523974,82484.32076711718,9879.343119855686,0.3,0.1291803001104851,0.9483400404882943,0.0868883851299249,2.773496657861335,0.1145509834171032,738
195095.3179447248,55,1,Self_Employed,Tier_2,26487.97395915878,0.0,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,21.708850136900423,37033.397153605045,54999.57302485134,2019.981752111917,813.905844031233,1432.776208197081,982.701277438993,2391.224096440468,236.9348482863836,431.1959910885127,204.4206549405272,Very High,139279.8139119798,0,0.3362696338792297,98046.03748447297,17741.02479093103,0.2,0.1229785377643783,0.634036542331757,0.0755585241447428,1.5489979052720204,0.1131879108673044,755
195095.3179447248,26,4,Student,Tier_2,26487.97395915878,19593.88700020368,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,20.18307829344856,37033.397153605045,54999.57302485134,4940.899924303675,2592.215679838709,389.6510701714264,748.2454532505034,1247.7027968851942,242.55986073576008,171.67480943475206,450.9776953398634,Very High,139279.8139119798,0,0.2666034865687235,98046.03748447297,17741.02479093103,0.1999999999999999,0.1012135884333423,0.6986949275163261,0.0855478867812868,1.3209257908654262,0.1003136152986741,762
123697.35418080754,56,0,Self_Employed,Tier_3,18554.60312712113,0.0,4086.319751616767,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4392.562876489204,0.0,2426.3167136013326,23.61930523240593,30555.305872283167,51929.89777818449,2703.3039708057795,1388.7681348541155,953.7962428239756,1333.24788872794,1610.134964824564,194.5825479015704,0.0,357.00250290866785,Very High,67681.13665100627,0,0.4198141352504511,46836.56280135369,12998.636585277618,0.15,0.130084329299613,0.5471510453819185,0.1050841925549806,1.6995378149786513,0.0945796886337129,767
127888.17228776484,50,2,Professional,Tier_1,26487.97395915878,0.0,3928.000689014534,14416.793980224753,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,3929.432410109072,8710.726803515536,2426.3167136013326,22.01364916244146,25844.25463649917,25844.25463649917,2745.031502253865,1342.5661319852377,781.4032270122542,1303.1159685415955,512.2857365628029,179.28394937594538,66.51558167067891,795.9983112579129,Very High,98115.91696225113,0,0.2020847915344842,65533.85787255098,14820.307676514658,0.3,0.1127296897150513,0.7672008693773312,0.1158848970268107,1.0,0.1412455157842457,769
12633.501685184685,41,3,Professional,Tier_1,3790.050505555405,1890.3721148534585,468.0674024727331,1822.2389800285723,963.1026943998572,611.624122765635,538.083093221684,700.119805827749,450.0917058130034,1061.700465702337,311.11823577696566,5.172389054939065,210.53203502582363,326.60242149912153,500.4729283197592,258.0205364819393,91.8254561013379,69.84290346397393,102.26131271337783,8.854120599212559,30.973119481173384,45.05107021283906,Low,12138.501723944666,1,0.0171836018523974,8652.873112078187,1460.8254517642845,0.2999999999999999,0.1442386303842831,0.9483400404882943,0.1156310806114345,1.0,0.1116031150278093,794
35834.25928112095,42,0,Student,Tier_2,7166.85185622419,0.0,1582.253224709515,3692.362828746721,2374.9785951152408,1182.2937536368995,1008.55227955841,1481.004667704378,1410.686323827641,0.0,583.1737507634339,5.3311064555638445,1910.3625098393247,15352.102000834517,1018.9571439574294,352.10360433926905,59.63759114991764,263.6267592024405,357.7425804291689,1.876998344542108,0.0,93.73544878586318,High,18899.904055576917,0,0.428419682974239,13750.905676502927,2774.019783958743,0.2,0.1030400209972253,0.5274255540572652,0.0774125052284872,7.099225898672184,0.1335041300556665,806
188729.7090366004,49,4,Professional,Tier_1,26487.97395915878,11431.803064215996,6454.5260503328245,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,8710.726803515536,2426.3167136013326,18.32006380193802,30075.33278572656,30075.33278572656,3991.63428072427,2483.3325574463142,467.5345484415489,1419.2478838086192,1717.484561676379,123.88122566023544,181.05173757934085,302.2977495336668,Very High,139279.8139119798,0,0.1593566425723363,98046.03748447297,17741.02479093103,0.2999999999999999,0.1376734890233564,0.8064435163783612,0.0970046511411429,1.0,0.1386253472917646,822
195095.3179447248,64,0,Retired,Tier_3,26487.97395915878,19593.88700020368,7247.241029623015,15081.74678403583,7828.536847940822,4257.167684228571,4202.52923290286,7273.31464904924,4802.384082282865,0.0,2426.3167136013326,15.3636379338517,32860.484337681126,46595.24532613429,4879.692608581711,2592.215679838709,1432.776208197081,1419.2478838086192,2173.8205061147605,134.2346800017758,0.0,633.0423343661754,Very High,139279.8139119798,0,0.2178520776727663,98046.03748447297,17741.02479093103,0.15,0.1162357115828223,0.7369807658500209,0.0990817799049635,1.417971958274015,0.0660747296654011,847
