Income,Total_Expenses,Rent_to_Income_Ratio,Groceries_to_Income_Ratio,Total_Expenses_to_Income_Ratio,Savings_Efficiency,Discretionary_to_Income_Ratio,Savings_Target_Efficiency,Anomaly_Flag
165277.20282756773,139279.8139119798,0.3,0.1060766169817498,0.8489086299282588,0.1109760039155136,0.0889216336342534,1.0,-1
97659.05236940942,96112.88990363025,0.3,0.111769325021944,0.9483400404882943,0.0171836018523974,0.1199981855504744,2.773496657861335,-1
167962.93795772933,89730.85921851308,0.2,0.108390828027734,0.5342301123661897,0.4321346454181169,0.0830648955319471,2.3435555645060497,-1
172956.4326235695,122421.11735648908,0.3,0.1137972129498707,0.7078147687223183,0.2496196306647954,0.1056444812470044,1.1086056921703284,-1
129847.98165804548,87930.78914394327,0.15,0.1040323449022217,0.6771825639578204,0.2910411846146369,0.0893833832877063,1.411125535125611,-1
83374.1941799482,42371.12502808381,0.15,0.1081886992268322,0.5214647486125774,0.4448917032452535,0.0892323979379145,3.7475274772406793,-1
15909.224780313156,8242.014793833507,0.15,0.143124092843792,0.5214647486125774,0.4448917032452535,0.0629258115838636,7.099225898672184,-1
11506.304097818129,5779.492514389034,0.1499999999999999,0.1092133610938114,0.5214647486125774,0.4448917032452535,0.0965698968484343,7.099225898672184,-1
144456.36476366082,115848.5855930956,0.15,0.1051193682536402,0.8019624873063278,0.177719025979133,0.1021618497376076,1.08315622110199,-1
195095.3179447248,139279.8139119798,0.2,0.102735756327186,0.6584210057062134,0.309593475872663,0.0878178012721869,1.4582115786980825,-1
138203.97782703442,100184.49975521964,0.15,0.1269648689359689,0.7249031564098894,0.2491596735311216,0.0926956355093681,1.211164721311373,-1
184518.8576800821,139279.8139119798,0.2,0.1009465539733606,0.7672135747049478,0.1929266687361114,0.1019080394388045,1.0100871586060598,-1
134643.969491574,114516.0099365846,0.2,0.1006053496711342,0.8505097582090447,0.105011939284982,0.0964200410152258,1.0,-1
195095.3179447248,134473.56200208372,0.2,0.1138002162976105,0.6335405000281217,0.3186188548999229,0.0883782178041678,1.796750498244739,-1
135208.35767785803,74802.12360472165,0.2,0.1026729670286934,0.5532359455392704,0.4225930184164924,0.0876310342300689,1.7834081691425776,-1
195095.3179447248,139279.8139119798,0.15,0.1410889866566217,0.5995997818533434,0.3505587026679586,0.0941467355464928,1.9979162667227608,-1
10770.962972559197,5276.601048780971,0.15,0.1062106219511016,0.5214647486125774,0.4448917032452535,0.0780578475355858,6.92324373601877,-1
113701.53910770726,109970.89953458926,0.3,0.1291803001104851,0.9483400404882943,0.0171836018523974,0.0868883851299249,2.773496657861335,-1
195095.3179447248,139279.8139119798,0.2,0.1229785377643783,0.634036542331757,0.3362696338792297,0.0755585241447428,1.5489979052720204,-1
195095.3179447248,139279.8139119798,0.1999999999999999,0.1012135884333423,0.6986949275163261,0.2666034865687235,0.0855478867812868,1.3209257908654262,-1
123697.35418080754,67681.13665100627,0.15,0.130084329299613,0.5471510453819185,0.4198141352504511,0.1050841925549806,1.6995378149786513,-1
127888.17228776484,98115.91696225113,0.3,0.1127296897150513,0.7672008693773312,0.2020847915344842,0.1158848970268107,1.0,-1
12633.501685184685,12138.501723944666,0.2999999999999999,0.1442386303842831,0.9483400404882943,0.0171836018523974,0.1156310806114345,1.0,-1
35834.25928112095,18899.904055576917,0.2,0.1030400209972253,0.5274255540572652,0.428419682974239,0.0774125052284872,7.099225898672184,-1
188729.7090366004,139279.8139119798,0.2999999999999999,0.1376734890233564,0.8064435163783612,0.1593566425723363,0.0970046511411429,1.0,-1
195095.3179447248,139279.8139119798,0.15,0.1162357115828223,0.7369807658500209,0.2178520776727663,0.0990817799049635,1.417971958274015,-1
126203.98420086074,76383.76251413232,0.15,0.1472727213130669,0.6052405001141903,0.3607543911333591,0.0755574310159453,1.4522495112248406,-1
149808.97951961964,106240.21296419878,0.15,0.1276397301471731,0.7091711945763912,0.2588680764709174,0.0937557388171822,1.4580010271767054,-1
195095.3179447248,139279.8139119798,0.3,0.1192637467794687,0.7402540793613981,0.2215673352482728,0.0900351871353139,1.0030515470447374,-1
135114.56351767207,98986.35555626948,0.3,0.1479872657138969,0.7326105563988498,0.2451010547801956,0.1062933817657006,1.3146757559772042,-1
95221.81502041916,90494.69127255151,0.3,0.1471127220897449,0.9483400404882943,0.0171836018523974,0.0931287056227007,1.0,-1
50167.91051619438,50055.95074419536,0.3,0.1400683475983054,0.9483400404882943,0.0171836018523974,0.106266544158579,2.773496657861335,-1
55120.90837804008,51655.11164816827,0.2999999999999999,0.1437807635151694,0.937123737038184,0.0215925974042084,0.0983408270937834,1.0,-1
99874.66232214098,64855.91059649613,0.3,0.1034569308414991,0.6493730150226338,0.3282939607409712,0.0840341111941685,3.065048964037898,-1
166503.05682339644,127960.75822682588,0.3,0.1223432460289556,0.7685189729732654,0.2074827515671795,0.096659786798155,1.0,-1
76660.04117541852,69681.17814649263,0.3,0.1466649866803969,0.90896348447092,0.0608579693872174,0.110683909673734,1.0,-1
75204.41519711317,35082.834130861775,0.15,0.1051032405854756,0.5214647486125774,0.4448917032452535,0.0783979286529991,4.595025321165836,-1
39583.029841166914,22065.23986180992,0.15,0.148792380081728,0.5574419126163445,0.4170676612518605,0.1093140233985796,5.723506517477585,-1
10748.901919266164,5982.617811887351,0.2,0.1373642598829034,0.5565794400974299,0.4069086682517655,0.0646017299500407,7.099225898672184,-1
99664.06833542394,63282.10398902189,0.15,0.1008031409400215,0.6349540516050689,0.3307921510595883,0.0789085466175486,3.069575467524001,-1
158000.11620649282,105119.31420994322,0.2,0.1362965709997961,0.6653116259266616,0.2975665181643371,0.1128517923160729,1.7355574016099369,-1
4529.542004254965,3116.2881848946377,0.3,0.1152789139396233,0.9475910776949648,0.0274619982962211,0.1104792567596247,1.0,-1
159476.59082826608,102872.95641774146,0.15,0.1388759671955355,0.6450661873536111,0.3281255796665513,0.0953330147873738,1.4619160405321492,-1
72802.01512093472,68560.9710381575,0.2999999999999999,0.1422573037263332,0.9417455124596176,0.0171836018523974,0.0858451278665988,1.0,-1
195095.3179447248,139279.8139119798,0.1999999999999999,0.1298271322377847,0.6934938910427068,0.2791500674474563,0.0874566715605137,1.2716918739372345,-1
181843.4270604541,139279.8139119798,0.1999999999999999,0.1146612924442583,0.8533770865037139,0.1106804088438513,0.0912454447235735,1.0,-1
187532.3642286639,139279.8139119798,0.1999999999999999,0.1275018261403506,0.7934524766986452,0.1596485603739241,0.0906168049846569,1.0,-1
195095.3179447248,113850.52034035584,0.1499999999999999,0.1397874184569035,0.538960527371668,0.4196047163519394,0.08429364257953,1.883714573960786,-1
21277.9845451086,10138.718628051309,0.1499999999999999,0.1101359070097377,0.5214647486125774,0.4448917032452535,0.060206872769196,6.09889345647267,-1
166886.95781087189,110418.69311689418,0.2,0.1026106571745255,0.6616376412231594,0.2967899740493082,0.0787275169731124,1.41840056002862,-1
175847.26098441237,139279.8139119798,0.3,0.1342059454302586,0.8235735285529827,0.1386388235086693,0.0621947803915008,1.0,-1
195095.3179447248,139279.8139119798,0.1999999999999999,0.1365012013021099,0.7671487821087116,0.2059676439479855,0.0859342101228833,1.0,-1
30829.257449015066,15065.008064744356,0.15,0.1389632750139146,0.5214647486125774,0.4448917032452535,0.0633949417078293,7.099225898672184,-1
16656.048564265315,16042.3081882774,0.3,0.1477891677304284,0.9483400404882943,0.0171836018523974,0.0763328405303684,2.773496657861335,-1
191839.87000318,124816.28069925457,0.1999999999999999,0.148299294740227,0.6506274253479507,0.3081480544042311,0.0734893940799654,1.8724655487099109,-1
195095.3179447248,130870.3751561382,0.15,0.1257881972258167,0.5936949374184706,0.3600260566371901,0.0779175172656554,1.4870944116968383,-1
18422.774060227788,17391.45838297781,0.3,0.1027804850405767,0.944019523125106,0.0171836018523974,0.107763877593603,1.0,-1
168518.23310465668,108369.08077022026,0.15,0.1333224824474644,0.6430703596501551,0.3202860969237269,0.0884453989345953,1.3089352043877922,-1
104627.49117538967,91718.71826145797,0.3,0.1414371632612542,0.8766215956350093,0.0870521568372604,0.1097858822478672,1.0,-1
150190.90421650518,94154.7416402558,0.15,0.1459712901145417,0.6269004247056705,0.3447768987821737,0.0889897650658347,2.2211433476812728,-1
169558.71323075885,104520.37824564891,0.1999999999999999,0.1007454625254714,0.616425875462992,0.3437554906332187,0.0934014037891409,1.4313106747110769,-1
155424.96665497049,128956.24051717742,0.3,0.1074783501181115,0.8297009373239804,0.1369318507620867,0.0903725122820783,1.0,-1
17816.266113764726,17037.83627434466,0.3,0.1010293819878967,0.9483400404882943,0.0177008385086097,0.1107360265255959,1.0,-1
195095.3179447248,139279.8139119798,0.3,0.1226447010318286,0.7786374736760775,0.1748152908554689,0.1075436800072824,1.0,-1
7334.214613789933,4014.957364710514,0.15,0.1344167248440135,0.5474283991037723,0.415367649498659,0.0718922634686087,7.099225898672184,-1
195095.3179447248,139279.8139119798,0.2,0.1294231786284062,0.764206920741971,0.2107880041352186,0.091435699185826,1.123519031345425,-1
149317.0193252734,89074.84385326094,0.15,0.1087605006496388,0.5965484996671383,0.3538910791450929,0.1181560556302985,2.220367622956348,-1
156084.92387979943,117804.4447233526,0.2,0.1036097190263898,0.7547458255101784,0.2143553638460598,0.0840309540237413,1.0,-1
135485.7442651709,97112.57749086995,0.15,0.104993582413587,0.7167733994271935,0.2419824041541359,0.0888065458114203,1.2489249439582388,-1
80057.40667484901,79710.98605863405,0.3,0.1402025359229697,0.9483400404882943,0.0171836018523974,0.120004455708988,2.773496657861335,-1
4529.542004254965,4195.817598200995,0.3,0.1198151613539145,0.9483400404882943,0.0171836018523974,0.1143778561409786,2.773496657861335,-1
155585.24136890293,103286.01999800652,0.2,0.1024833389007871,0.6638548688118078,0.3112778352472838,0.1101317587047893,1.652131477428076,-1
90116.07098131988,47752.12537813659,0.1499999999999999,0.1178299478785634,0.5298957761711017,0.4388421654841358,0.1088774186911195,3.1119153906617187,-1
195095.3179447248,139279.8139119798,0.1999999999999999,0.1181087242249491,0.6700152142111407,0.3074205974910902,0.1003910785991673,1.283698415853049,-1
156212.50894234882,122000.38518778671,0.2,0.1237909492734137,0.7809898580709161,0.1941657886374702,0.0701463595909196,1.124068698455683,-1
92848.9357775775,73841.41785823405,0.15,0.1044097337199106,0.7952855597087667,0.1566718418840925,0.1083156744745245,1.406586253285994,-1
195095.3179447248,139279.8139119798,0.2,0.1380392224782332,0.709343331463157,0.2602351822417077,0.0759682367339186,1.3269080845442838,-1
84672.6816477835,76302.0509186499,0.2,0.1387264212687981,0.9011413059532796,0.0509917025091459,0.1133978271308,1.0,-1
60233.89415031303,55140.21261757353,0.3,0.1151844934835177,0.9154349622485262,0.0376363416093755,0.1115313844606123,1.0,-1
10220.685301458998,6055.58587790154,0.15,0.1483617941139623,0.5924833510955579,0.3858418111045424,0.0609342838992084,6.382330391535746,-1
90028.31372437468,48924.4160833228,0.1499999999999999,0.1024072739229173,0.5434336605826793,0.413504280074734,0.1030838367686401,3.242785725035183,-1
170366.42449987016,115650.10319142338,0.1999999999999999,0.1393810124667352,0.6788315451881278,0.2881727123906161,0.0770043492753262,1.212683820531488,-1
51329.69542153241,46781.013882787,0.3,0.1493412858203736,0.911383040530623,0.0492896393412787,0.0685092569131056,1.0,-1
137297.47610466214,104819.74240223956,0.3,0.1460345574823405,0.7634498854322367,0.2089030869542862,0.0923157398090265,1.3873801709217133,-1
36153.374328639,18653.266794047795,0.2,0.1131051392937619,0.5214647486125774,0.4448917032452535,0.060206872769196,7.099225898672184,-1
65154.61529257016,62723.85296472364,0.3,0.1103474194608059,0.9483400404882943,0.0171836018523974,0.0957136770081852,2.773496657861335,-1
33634.484244714724,31449.82017053539,0.3,0.1105946611575659,0.9350468983474116,0.0263449207050421,0.1147258510096415,1.0,-1
178794.57097720448,117395.33798031708,0.2,0.1442097366281356,0.656593415217761,0.3124596735666199,0.0656508126385496,2.056049498487955,-1
157663.57921120382,114419.30755042404,0.15,0.1328704660045762,0.7257180645198318,0.2518401664802351,0.1098595465392847,1.150365636170401,-1
143721.20478010472,84816.021413056,0.2,0.1451099585982717,0.5901427109717429,0.3816895737306915,0.0729970642379878,1.6063339470363975,-1
195095.3179447248,139279.8139119798,0.15,0.1176839529032456,0.5651561922237212,0.4039356843666331,0.0938646404622051,1.6197954721758798,-1
195095.3179447248,139279.8139119798,0.3,0.12884363294711,0.8639905593425252,0.0915412592254096,0.1147997324941693,1.0,-1
35478.43027323354,32225.99919966396,0.3,0.1481240841410331,0.9083265226640156,0.055979448203995,0.060206872769196,1.0,-1
195095.3179447248,139279.8139119798,0.3,0.145847464927155,0.8043595413219387,0.1652381265402863,0.1129244816766377,1.0,-1
64943.3511632296,61287.7818527256,0.3,0.1267689611408093,0.9437114154870752,0.0171836018523974,0.1142451721970864,1.0,-1
68888.33164171832,63389.80563472566,0.3,0.1482859413884633,0.9201820413420668,0.0560087757028715,0.0790252781177396,1.0,-1
195095.3179447248,139279.8139119798,0.1999999999999999,0.1199505190745024,0.7804126559565561,0.1865159904267057,0.1006603457934771,1.2427999725966263,-1
34226.70045923745,17800.69798251852,0.15,0.1130447320769412,0.5214647486125774,0.4448917032452535,0.1188220043425293,6.501974863377749,-1
159625.16675478115,118646.56877186676,0.2,0.1382807199113452,0.7432823481658979,0.2211263980205247,0.1083139755344258,1.008247740445041,-1
151423.7740952456,136840.097663919,0.3,0.121169023077771,0.9036896516517052,0.0593059823943211,0.120004455708988,1.0,-1
127062.09061836988,122980.9316152215,0.3,0.1394081380280857,0.9483400404882943,0.0171836018523974,0.0938182330696526,2.773496657861335,-1
160930.85698107953,122059.3270126252,0.3,0.1273731555230975,0.758458193179047,0.2087661684330784,0.0933535852664485,1.082508353459257,-1
145816.62647819627,114575.43252385402,0.2,0.1028705151691993,0.7857501252848302,0.1674817810563596,0.120004455708988,1.0,-1
80626.15778363076,75834.62201708737,0.3,0.1149585680253815,0.940570952427102,0.0339031298971724,0.1115823363752346,1.0,-1
51695.47564704875,51389.16104854553,0.3,0.1432740304689901,0.9483400404882943,0.0171836018523974,0.1003739427882625,2.773496657861335,-1
195095.3179447248,139279.8139119798,0.3,0.1141708527873571,0.8299389443721831,0.1301481136188747,0.0803214211677169,1.0,-1
102327.61210580786,50279.037588135616,0.15,0.1187785669492133,0.5214647486125774,0.4448917032452535,0.0739495079463764,2.544553825077194,-1
10384.96651329383,9875.920224181047,0.3,0.1495345876729308,0.9483400404882943,0.0268243267147826,0.0714359887704684,1.0,-1
14349.420113239528,7951.110691344679,0.15,0.1419922537860253,0.5541067603149041,0.3978284057976846,0.060206872769196,5.49048731206525,-1
16840.847581529702,8186.561602424681,0.15,0.1034909521796983,0.5214647486125774,0.4448917032452535,0.0748077890163347,7.077343652629645,-1
114429.51614193394,97754.65257452588,0.3,0.1027427682740511,0.8542783004804004,0.1108552559737523,0.0889864135926563,1.0,-1
87668.81273653291,79272.40431209077,0.3,0.1472984618831466,0.9042258225889808,0.0693158261992274,0.1119645090156444,1.0,-1
121615.50930509456,64822.33645382824,0.15,0.1075013000077395,0.5330104426994559,0.4186042116472992,0.0771024466457476,1.9229923798306945,-1
16025.55842307,15277.371218566472,0.3,0.1069573353318158,0.9483400404882943,0.0171836018523974,0.1122277664800097,1.0,-1
195095.3179447248,132988.35083985893,0.2,0.14866685826212,0.6689581073353781,0.3100358740255664,0.0917820207887388,1.3014223197774475,-1
17277.674251850694,8812.630812869907,0.15,0.1459236340453153,0.5214647486125774,0.4448917032452535,0.060206872769196,5.878757504139799,-1
12592.192265452848,6520.987147382176,0.15,0.1371474019970655,0.5214647486125774,0.4365808952653894,0.070686987137987,7.099225898672184,-1
195095.3179447248,139279.8139119798,0.2,0.1444163667253781,0.8162590572662497,0.1558576144675742,0.1104066820936523,1.0279985303878028,-1
195095.3179447248,139279.8139119798,0.3,0.1144405802313365,0.7330675981675124,0.2251339588032944,0.0963317630078177,1.3676478529133516,-1
195095.3179447248,139279.8139119798,0.3,0.1473417138161679,0.7983750950687305,0.1627846868037128,0.0957908255902239,1.0,-1
159485.27527816515,132045.30887811902,0.3,0.1121734504521212,0.8279467094865849,0.1297045494359195,0.0859709108363735,1.0,-1
134017.38387667303,82660.70062975043,0.15,0.1442290177333005,0.616790883679817,0.3405199339608235,0.0983924310358061,2.079799287381969,-1
195095.3179447248,139279.8139119798,0.2999999999999999,0.1474772153638041,0.8067826619482465,0.1568029928245389,0.0993255595832217,1.0,-1
15818.284695666456,14684.896020511884,0.3,0.1081725391833209,0.9283494577977172,0.03355997984624,0.1137207958905687,1.0,-1
31425.37128959164,30170.243995853725,0.3,0.1373319451308711,0.9483400404882943,0.0171836018523974,0.0625847396425839,1.0,-1
127567.09499608136,94682.8251882649,0.15,0.1042972826311607,0.7422198113955123,0.221178197674858,0.1006608415831716,1.0161938962242438,-1
101152.0186668308,97850.26689742612,0.2999999999999999,0.132046210722252,0.9483400404882943,0.0171836018523974,0.1105378877453867,1.0,-1
143240.25547337328,85911.89260406373,0.15,0.1463656126786566,0.5997747792346947,0.3780006010404994,0.0739880384281215,1.7563164320100952,-1
147060.82416384868,89711.39354077744,0.2,0.1347868580036521,0.6100291770487085,0.3535993478211385,0.0644894299776924,1.4541961255579805,-1
10636.6336785874,10269.65172220321,0.3,0.1479064259361011,0.9483400404882943,0.0171836018523974,0.0733787850725171,2.773496657861335,-1
195095.3179447248,139279.8139119798,0.2,0.141734439679113,0.7089690740419405,0.2663192144053638,0.102891239269389,1.188274193479765,-1
137621.42981677936,133409.51289124423,0.3,0.1311032235947373,0.9483400404882943,0.0171836018523974,0.0941762391642626,2.773496657861335,-1
5662.735220911944,4835.0766891127,0.3,0.1413140378711709,0.8538412093253486,0.1037602605115019,0.1183537458920107,1.5094440915803775,-1
39048.49636320144,19027.15774187418,0.15,0.1007595431482003,0.5214647486125774,0.4448917032452535,0.0828062962287106,7.099225898672184,-1
131641.78034090548,88780.19692505951,0.15,0.1475176379926891,0.6744074464440569,0.2899535493556568,0.110891223057378,1.2566448377903767,-1
97449.46366682416,57247.11351643572,0.15,0.1009041969368006,0.5874543723725492,0.3634974909117557,0.1028630654178927,3.3118667137702014,-1
55875.347037352025,54689.92245858136,0.3,0.116514384969259,0.9483400404882943,0.0171836018523974,0.0894043696512031,2.773496657861335,-1
79811.19919021343,49858.3253991616,0.15,0.1471102945716332,0.6247033737750842,0.3472731633045382,0.116525216322358,2.808774928598542,-1
147086.10756699392,133734.09786001567,0.3,0.1479386657314272,0.909223175948845,0.0537981147204582,0.0606438394165814,1.0,-1
62195.80535209878,60331.43643187494,0.3,0.148765973125954,0.9483400404882943,0.0171836018523974,0.0765007732732367,2.773496657861335,-1
195095.3179447248,124046.10163651784,0.1499999999999999,0.1083499729538253,0.600564376592744,0.3661914496951368,0.0935434956386251,1.5704422165148757,-1
100918.43596326024,70056.94955573144,0.1499999999999999,0.1487777398604384,0.6941937703160198,0.2604201319786893,0.120004455708988,1.092612048532471,-1
31918.372884221106,31163.76616968951,0.3,0.1398062336196539,0.9483400404882943,0.0171836018523974,0.0694414737059934,2.773496657861335,-1
112789.47998075688,108830.74135300638,0.3,0.1253020090200315,0.9483400404882943,0.0171836018523974,0.0900329637182053,2.773496657861335,-1
7510.006557210458,4125.15162694735,0.1999999999999999,0.1278600398953857,0.5492873535492105,0.4064935674623918,0.06257568804106,5.9034689477810085,-1
61323.034137756695,56925.23964011356,0.3,0.145449889656162,0.9282847863045413,0.0457258382475909,0.1044815917009042,1.0,-1
129657.1349719988,70168.03624925252,0.15,0.13436613162669,0.5411814495546754,0.4179258417183034,0.101614181139799,2.31395032777991,-1
186143.68042171755,129616.73190568152,0.1999999999999999,0.1254416826969253,0.6963262551381199,0.2569188857228338,0.1173811988704271,1.1797965761205325,-1
124790.52214232396,85459.23231104852,0.15,0.1144926192383456,0.6848214980107384,0.2818713158165829,0.0707240853606216,1.7177756266161326,-1
195095.3179447248,139279.8139119798,0.3,0.1169787492414209,0.7294278118397469,0.2346672862968761,0.0801475336625866,1.0266167417174443,-1
72374.53423269863,36167.382653427056,0.15,0.1040241772257449,0.5214647486125774,0.4448917032452535,0.0687635913524545,3.1979407814111607,-1
159179.90193148362,139279.8139119798,0.3,0.1253841581763535,0.9113139807702444,0.0526561851407206,0.0953013445047389,1.0,-1
191949.04751367,122150.97539705048,0.1999999999999999,0.1137674325114296,0.6363718756580508,0.3243987109524297,0.092534361592917,1.423394941981568,-1
126252.77397631704,113005.96255666517,0.3,0.1365981131641226,0.8950770664085624,0.0831582131368563,0.0764733898484897,1.0,-1
110384.77596651172,67978.51862964622,0.15,0.1168347643009828,0.61583237393415,0.3478159466785767,0.11238757247029,1.408044217668688,-1
143137.35470748876,88936.41436042057,0.15,0.1090514101203202,0.6213361602369164,0.336775280666239,0.0772750979955588,1.8411101137633183,-1
169566.0007367449,121351.82442922264,0.3,0.1060287772806261,0.7156612994466038,0.2381863462386383,0.0856638557129154,1.2804148381815703,-1
145362.5727502923,132886.11226308407,0.3,0.1493933176607546,0.9141700628218749,0.0481512224753943,0.0729205127493271,1.0,-1
184630.6195441271,93000.7739397712,0.15,0.1089767824705697,0.5214647486125774,0.4448917032452535,0.0917274170786164,2.246564171663473,-1
154267.35031424204,106176.22567121852,0.15,0.1152773459420549,0.688261161256338,0.2894546299106569,0.0945456275092633,1.9026441694188332,-1
147590.27514229546,87785.90985040562,0.15,0.1243779298803022,0.5947946757722962,0.371169169955658,0.0973363615098795,1.6503805477915512,-1
26671.00560393502,13846.710564537934,0.2,0.1006053496711342,0.5214647486125774,0.4448917032452535,0.0764731824437848,6.353298942033249,-1
184776.16211806235,136638.25362577746,0.15,0.1204230110503573,0.7394798769468581,0.2386749741455695,0.1042086116113884,1.3080926132745647,-1
136869.5575352451,121163.99386039164,0.3,0.1201790758637393,0.8852515931396274,0.0853119544932776,0.0695823924951115,1.0,-1
118017.10940074324,99171.71436903664,0.2,0.1104472403068362,0.8403164157519358,0.1137733941478903,0.1037700479179571,1.0,-1
5092.36475039451,3116.2881848946377,0.15,0.1217314588351586,0.5246745586049975,0.4351583795252843,0.0685648383523094,5.883054435973401,-1
156886.47461903756,101445.77527356158,0.2,0.1491316564424981,0.6466189996295036,0.328869038716003,0.0715612708613172,1.4715517300707628,-1
160432.32187952287,123276.92031262066,0.3,0.1186182909542816,0.7684045139307765,0.2073486157577969,0.076597172704555,1.1217590533161177,-1
195095.3179447248,139279.8139119798,0.3,0.1330452507916918,0.8931503283459978,0.0568537948212125,0.107011564753328,1.0,-1
61831.40614771127,57739.86037972623,0.3,0.1452330092240656,0.933827386066385,0.0387944305992595,0.0729077587369609,1.0,-1
164188.39262910892,122464.46595107928,0.2,0.1111419761151601,0.7458777322201984,0.2332548699216417,0.075142894075958,1.1992625301706243,-1
87031.37025039713,77400.13354919707,0.2,0.1459595011219784,0.8893360328179354,0.0857517494995856,0.1180564611531466,1.0,-1
139420.0590191911,120110.93467133948,0.2,0.111521669480182,0.8615039723574228,0.0975357555219024,0.0955853043131415,1.0,-1
189446.825958816,133387.93377234845,0.1999999999999999,0.1166915845177394,0.7040916790094216,0.2758996033854941,0.0787789920218856,1.5995983062964805,-1
154631.83884051756,90281.47307309246,0.2,0.130332853376858,0.5838478915471343,0.3718602233925166,0.104383473751476,1.591941445781763,-1
136921.94173063897,125877.5874718038,0.3,0.1327991811113272,0.9193383170057412,0.0516045534371124,0.0960953785128696,1.0,-1
176129.9743617698,115491.90347216632,0.2,0.1048549147169149,0.6557197540660895,0.3123653689016226,0.0813236890643467,1.3780411289805212,-1
195095.3179447248,139279.8139119798,0.2999999999999999,0.1006702531355572,0.7199226538629753,0.23823119422638,0.0763709215052845,1.0828820920117173,-1
195095.3179447248,139279.8139119798,0.2999999999999999,0.1126031613726982,0.8790273660105511,0.0881538530549654,0.1006006287116424,1.0,-1
190096.2232563087,116921.5301648438,0.1999999999999999,0.1090343125219839,0.615064982154839,0.3483900607948538,0.0819519211422233,1.6424231035939316,-1
77223.99741174585,41394.63232062409,0.15,0.1137985609892866,0.5360332760283648,0.4371108285812577,0.0650014799888324,4.278817311247393,-1
17002.59854350549,8708.250888083263,0.15,0.138393110813817,0.5214647486125774,0.4448917032452535,0.0687969081505728,5.277911004317575,-1
12372.446308122144,10975.241291276028,0.2,0.148116803224932,0.8870712402341248,0.0904535537738152,0.113207247199165,1.305257033825695,-1
16169.7527475223,7970.835806983092,0.15,0.1178857796843709,0.5214647486125774,0.4448917032452535,0.0878688707851478,7.099225898672184,-1
172168.69281769067,114864.7707532724,0.2,0.1485492080225588,0.6671640986140416,0.2950906561136604,0.0675117130627672,1.8525942031907583,-1
136121.78048221747,105351.83133054923,0.3,0.1460602550013492,0.773952786668935,0.1904272432918763,0.0649250686539099,1.081972178976956,-1
95491.9490866676,83088.19965065859,0.3,0.1025273472700187,0.8701068566026284,0.0847594596591455,0.0705556276481277,1.0,-1
